,Usia,gender,gaji,anak
997,36,L,3-5jt,6
998,26,P,3-5jt,6
999,25,P,3-5jt,4
1000,19,L,3-5jt,6
1001,19,L,3-5jt,6
1002,57,P,3-5jt,6
1003,57,P,3-5jt,2
1004,27,P,3-5jt,2
1005,52,P,3-5jt,6
1006,22,P,3-5jt,3
1007,21,P,3-5jt,0
1008,59,L,3-5jt,0
1009,18,L,3-5jt,5
1010,27,L,3-5jt,6
1011,39,P,3-5jt,0
1012,48,P,3-5jt,2
1013,51,L,3-5jt,5
1014,59,L,3-5jt,0
1015,22,L,3-5jt,3
1016,22,L,3-5jt,2
1017,21,L,3-5jt,5
1018,56,P,3-5jt,5
1019,54,L,3-5jt,6
1020,58,L,3-5jt,5
1021,37,P,3-5jt,0
1022,54,L,3-5jt,1
1023,58,P,3-5jt,5
1024,44,L,3-5jt,0
1025,56,P,3-5jt,3
1026,23,L,3-5jt,3
1027,55,P,3-5jt,6
1028,17,L,3-5jt,6
1029,46,P,3-5jt,3
1030,42,L,3-5jt,5
1031,42,P,3-5jt,1
1032,29,P,3-5jt,6
1033,43,L,3-5jt,2
1034,52,P,3-5jt,6
1035,51,L,3-5jt,6
1036,23,P,3-5jt,3
1037,42,P,3-5jt,3
1038,58,L,3-5jt,0
1039,31,P,3-5jt,0
1040,31,P,3-5jt,0
1041,57,L,3-5jt,4
1042,45,L,3-5jt,3
1043,21,P,3-5jt,0
1044,50,P,3-5jt,1
1045,43,L,3-5jt,6
1046,50,P,3-5jt,4
1047,59,P,3-5jt,6
1048,26,P,3-5jt,3
1049,21,P,3-5jt,0
1050,24,P,3-5jt,2
1051,32,P,3-5jt,4
1052,53,P,3-5jt,0
1053,43,P,3-5jt,5
1054,38,P,3-5jt,2
1055,58,P,3-5jt,5
1056,23,P,3-5jt,5
1057,57,P,3-5jt,2
1058,42,L,3-5jt,4
1059,25,L,3-5jt,4
1060,53,P,3-5jt,2
1061,17,P,3-5jt,2
1062,18,P,3-5jt,0
1063,57,P,3-5jt,5
1064,21,P,3-5jt,5
1065,40,P,3-5jt,3
1066,27,L,3-5jt,0
1067,31,L,3-5jt,3
1068,18,L,3-5jt,5
1069,46,P,3-5jt,4
1070,59,P,3-5jt,0
1071,25,L,3-5jt,6
1072,24,L,3-5jt,6
1073,46,L,3-5jt,1
1074,18,P,3-5jt,1
1075,44,P,3-5jt,3
1076,53,L,3-5jt,4
1077,57,P,3-5jt,2
1078,17,L,3-5jt,1
1079,55,P,3-5jt,3
1080,33,L,3-5jt,5
1081,21,L,3-5jt,4
1082,40,L,3-5jt,2
1083,20,L,3-5jt,3
1084,31,P,3-5jt,4
1085,37,P,3-5jt,4
1086,24,L,3-5jt,3
1087,22,L,3-5jt,3
1088,22,P,3-5jt,2
1089,30,P,3-5jt,2
1090,39,L,3-5jt,1
1091,29,L,3-5jt,3
1092,33,P,3-5jt,3
1093,36,P,3-5jt,6
1094,49,P,3-5jt,1
1095,19,P,3-5jt,0
1096,39,L,3-5jt,0
1097,27,L,3-5jt,0
1098,49,P,3-5jt,3
1099,44,P,3-5jt,4
1100,42,L,3-5jt,5
1101,46,L,3-5jt,6
1102,57,P,3-5jt,0
1103,40,P,3-5jt,6
1104,52,L,3-5jt,5
1105,49,P,3-5jt,2
1106,46,L,3-5jt,2
1107,55,L,3-5jt,5
1108,56,P,3-5jt,2
1109,51,P,3-5jt,5
1110,51,L,3-5jt,2
1111,31,P,3-5jt,5
1112,22,L,3-5jt,1
1113,38,P,3-5jt,3
1114,28,P,3-5jt,5
1115,31,P,3-5jt,0
1116,51,L,3-5jt,3
1117,39,L,3-5jt,1
1118,56,P,3-5jt,4
1119,36,P,3-5jt,0
1120,17,L,3-5jt,0
1121,22,L,3-5jt,4
1122,45,L,3-5jt,4
1123,26,P,3-5jt,0
1124,21,P,3-5jt,4
1125,25,P,3-5jt,3
1126,40,P,3-5jt,0
1127,22,P,3-5jt,1
1128,18,P,3-5jt,5
1129,41,L,3-5jt,3
1130,44,P,3-5jt,0
1131,59,P,3-5jt,0
1132,17,P,3-5jt,0
1133,59,L,3-5jt,6
1134,47,P,3-5jt,2
1135,20,L,3-5jt,3
1136,28,P,3-5jt,0
1137,18,P,3-5jt,2
1138,23,L,3-5jt,1
1139,34,P,3-5jt,5
1140,52,P,3-5jt,4
1141,34,L,3-5jt,3
1142,32,L,3-5jt,6
1143,55,P,3-5jt,0
1144,37,L,3-5jt,6
1145,49,L,3-5jt,1
1146,31,L,3-5jt,6
1147,45,P,3-5jt,6
1148,33,L,3-5jt,6
1149,20,P,3-5jt,0
1150,44,P,3-5jt,4
1151,42,L,3-5jt,3
1152,26,P,3-5jt,5
1153,33,P,3-5jt,1
1154,58,P,3-5jt,0
1155,20,P,3-5jt,3
1156,26,L,3-5jt,5
1157,38,P,3-5jt,1
1158,59,L,3-5jt,5
1159,47,L,3-5jt,1
1160,29,P,3-5jt,2
1161,22,P,3-5jt,6
1162,17,L,3-5jt,0
1163,57,P,3-5jt,2
1164,32,L,3-5jt,3
1165,48,P,3-5jt,0
1166,60,L,3-5jt,4
1167,39,P,3-5jt,0
1168,35,P,3-5jt,3
1169,60,P,3-5jt,0
1170,52,L,3-5jt,1
1171,24,P,3-5jt,4
1172,46,P,3-5jt,1
1173,28,L,3-5jt,0
1174,27,P,3-5jt,0
1175,46,L,3-5jt,3
1176,36,L,3-5jt,6
1177,47,P,3-5jt,4
1178,26,L,3-5jt,5
1179,17,P,3-5jt,5
1180,50,P,3-5jt,6
1181,47,L,3-5jt,2
1182,17,P,3-5jt,1
1183,18,L,3-5jt,4
1184,59,L,3-5jt,0
1185,44,P,3-5jt,5
1186,24,L,3-5jt,2
1187,26,P,3-5jt,5
1188,38,L,3-5jt,0
1189,27,P,3-5jt,0
1190,44,L,3-5jt,4
1191,50,L,3-5jt,1
1192,51,P,3-5jt,3
1193,33,P,3-5jt,6
1194,28,L,3-5jt,3
1195,52,P,3-5jt,2
1196,23,L,3-5jt,3
1197,20,P,3-5jt,0
1198,51,P,3-5jt,0
1199,56,L,3-5jt,3
1200,18,L,3-5jt,4
1201,43,P,3-5jt,1
1202,19,L,3-5jt,4
1203,55,L,3-5jt,5
1204,35,P,3-5jt,5
1205,46,L,3-5jt,3
1206,52,L,3-5jt,0
1207,50,L,3-5jt,3
1208,40,P,3-5jt,5
1209,33,L,3-5jt,6
1210,60,P,3-5jt,6
1211,32,L,3-5jt,6
1212,24,L,3-5jt,4
1213,29,P,3-5jt,1
1214,25,L,3-5jt,0
1215,48,P,3-5jt,0
1216,29,L,3-5jt,3
1217,19,P,3-5jt,0
1218,17,L,3-5jt,2
1219,21,P,3-5jt,6
1220,37,L,3-5jt,0
1221,46,L,3-5jt,5
1222,35,L,3-5jt,5
1223,37,P,3-5jt,1
1224,57,L,3-5jt,3
1225,20,L,3-5jt,0
1226,17,L,3-5jt,5
1227,39,P,3-5jt,6
1228,28,P,3-5jt,4
1229,59,L,3-5jt,0
1230,44,P,3-5jt,6
1231,28,L,3-5jt,0
1232,46,P,3-5jt,0
1233,54,P,3-5jt,0
1234,51,L,3-5jt,1
1235,40,L,3-5jt,0
1236,54,L,3-5jt,3
1237,34,P,3-5jt,5
1238,53,P,3-5jt,2
1239,59,P,3-5jt,2
1240,42,L,3-5jt,3
1241,43,P,3-5jt,3
1242,18,P,3-5jt,0
1243,37,P,3-5jt,0
1244,33,L,3-5jt,6
1245,60,P,3-5jt,6
1246,38,P,3-5jt,1
1247,51,P,3-5jt,5
1248,47,L,3-5jt,0
1249,46,L,3-5jt,6
1250,19,L,3-5jt,3
1251,58,P,3-5jt,1
1252,30,L,3-5jt,3
1253,29,L,3-5jt,0
1254,19,L,3-5jt,3
1255,52,L,3-5jt,6
1256,27,L,3-5jt,6
1257,56,L,3-5jt,0
1258,27,L,3-5jt,6
1259,28,L,3-5jt,5
1260,19,L,3-5jt,0
1261,35,L,3-5jt,5
1262,30,L,3-5jt,6
1263,46,L,3-5jt,0
1264,25,L,3-5jt,0
1265,33,P,3-5jt,3
1266,50,L,3-5jt,1
1267,32,P,3-5jt,2
1268,57,P,3-5jt,0
1269,24,L,3-5jt,0
1270,44,L,3-5jt,3
1271,47,P,3-5jt,0
1272,32,P,3-5jt,4
1273,21,P,3-5jt,5
1274,40,L,3-5jt,2
1275,19,L,3-5jt,4
1276,34,L,3-5jt,0
1277,52,P,3-5jt,1
1278,53,L,3-5jt,6
1279,53,P,3-5jt,0
1280,56,P,3-5jt,1
1281,51,L,3-5jt,4
1282,31,P,3-5jt,3
1283,18,L,3-5jt,4
1284,42,L,3-5jt,4
1285,25,L,3-5jt,6
1286,37,L,3-5jt,6
1287,24,P,3-5jt,6
1288,44,L,3-5jt,1
1289,49,P,3-5jt,6
1290,22,P,3-5jt,0
1291,38,P,3-5jt,4
1292,35,L,3-5jt,2
1293,50,L,3-5jt,0
1294,26,P,3-5jt,0
1295,49,L,3-5jt,3
1296,52,L,3-5jt,2
1297,27,L,3-5jt,2
1298,53,P,3-5jt,1
1299,17,P,3-5jt,4
1300,24,P,3-5jt,1
1301,53,P,3-5jt,3
1302,30,L,3-5jt,0
1303,18,P,3-5jt,3
1304,21,P,3-5jt,4
1305,50,P,3-5jt,4
1306,43,L,3-5jt,6
1307,54,L,3-5jt,1
1308,53,L,3-5jt,6
1309,52,P,3-5jt,4
1310,32,L,3-5jt,1
1311,36,L,3-5jt,3
1312,17,P,3-5jt,3
1313,45,P,3-5jt,2
1314,32,P,3-5jt,0
1315,25,P,3-5jt,5
1316,40,L,3-5jt,2
1317,21,L,3-5jt,1
1318,35,P,3-5jt,2
1319,59,P,3-5jt,5
1320,37,L,3-5jt,0
1321,47,L,3-5jt,0
1322,54,P,3-5jt,3
1323,47,L,3-5jt,2
1324,26,P,3-5jt,1
1325,47,L,3-5jt,2
1326,24,P,3-5jt,1
1327,51,P,3-5jt,2
1328,23,L,3-5jt,5
1329,36,L,3-5jt,2
1330,46,L,3-5jt,6
1331,54,L,3-5jt,5
1332,21,L,3-5jt,3
1333,45,P,3-5jt,4
1334,20,P,3-5jt,2
1335,29,L,3-5jt,0
1336,25,L,3-5jt,6
1337,40,P,3-5jt,0
1338,30,P,3-5jt,3
1339,55,P,3-5jt,6
1340,31,L,3-5jt,4
1341,36,P,3-5jt,1
1342,47,L,3-5jt,1
1343,28,P,3-5jt,2
1344,40,P,3-5jt,1
1345,58,P,3-5jt,1
1346,49,P,3-5jt,4
1347,58,P,3-5jt,3
1348,57,L,3-5jt,5
1349,45,P,3-5jt,4
1350,33,P,3-5jt,2
1351,49,P,3-5jt,5
1352,53,P,3-5jt,6
1353,59,P,3-5jt,5
1354,22,L,3-5jt,6
1355,55,L,3-5jt,5
1356,19,L,3-5jt,1
1357,54,P,3-5jt,2
1358,25,L,3-5jt,1
1359,45,L,3-5jt,0
1360,42,L,3-5jt,3
1361,19,P,3-5jt,6
1362,22,L,3-5jt,5
1363,34,L,3-5jt,2
1364,22,P,3-5jt,5
1365,44,L,3-5jt,1
1366,44,L,3-5jt,0
1367,21,L,3-5jt,2
1368,44,P,3-5jt,3
1369,21,L,3-5jt,2
1370,51,P,3-5jt,3
1371,42,L,3-5jt,1
1372,34,L,3-5jt,4
1373,31,L,3-5jt,5
1374,57,P,3-5jt,5
1375,24,P,3-5jt,6
1376,57,P,3-5jt,2
1377,60,P,3-5jt,2
1378,39,L,3-5jt,5
1379,25,L,3-5jt,5
1380,22,L,3-5jt,4
1381,36,P,3-5jt,4
1382,26,L,3-5jt,4
1383,19,L,3-5jt,5
1384,54,P,3-5jt,5
1385,44,P,3-5jt,2
1386,19,P,3-5jt,5
1387,58,L,3-5jt,3
1388,24,P,3-5jt,6
1389,18,L,3-5jt,1
1390,31,P,3-5jt,3
1391,24,P,3-5jt,4
1392,28,L,3-5jt,3
1393,18,L,3-5jt,3
1394,20,L,3-5jt,3
1395,31,P,3-5jt,3
1396,22,P,3-5jt,2
1397,20,L,3-5jt,3
1398,34,L,3-5jt,2
1399,47,L,3-5jt,2
1400,21,L,3-5jt,3
1401,43,P,3-5jt,3
1402,35,L,3-5jt,1
1403,37,L,3-5jt,0
1404,33,L,3-5jt,2
1405,26,P,3-5jt,2
1406,35,P,3-5jt,5
1407,20,P,3-5jt,6
1408,59,L,3-5jt,2
1409,35,L,3-5jt,4
1410,35,L,3-5jt,1
1411,56,L,3-5jt,0
1412,27,P,3-5jt,6
1413,56,P,3-5jt,0
1414,18,P,3-5jt,4
1415,24,P,3-5jt,0
1416,20,P,3-5jt,0
1417,49,P,3-5jt,1
1418,30,P,3-5jt,6
1419,49,P,3-5jt,1
1420,27,P,3-5jt,3
1421,37,L,3-5jt,1
1422,38,L,3-5jt,5
1423,34,P,3-5jt,4
1424,30,P,3-5jt,6
1425,28,L,3-5jt,4
1426,28,L,3-5jt,3
1427,52,P,3-5jt,6
1428,43,L,3-5jt,0
1429,46,L,3-5jt,4
1430,31,P,3-5jt,1
1431,34,P,3-5jt,2
1432,57,P,3-5jt,2
1433,53,P,3-5jt,6
1434,22,P,3-5jt,3
1435,37,L,3-5jt,1
1436,27,P,3-5jt,6
1437,35,L,3-5jt,4
1438,25,P,3-5jt,5
1439,47,L,3-5jt,5
1440,47,P,3-5jt,2
1441,19,P,3-5jt,6
1442,47,P,3-5jt,5
1443,20,L,3-5jt,0
1444,20,P,3-5jt,2
1445,20,P,3-5jt,1
1446,54,L,3-5jt,3
1447,58,P,3-5jt,3
1448,54,L,3-5jt,0
1449,21,P,3-5jt,3
1450,28,P,3-5jt,1
1451,20,L,3-5jt,3
1452,42,L,3-5jt,4
1453,29,L,3-5jt,1
1454,40,L,3-5jt,5
1455,58,L,3-5jt,1
1456,56,P,3-5jt,5
1457,43,P,3-5jt,1
1458,39,P,3-5jt,4
1459,25,P,3-5jt,1
1460,60,L,3-5jt,3
1461,52,P,3-5jt,3
1462,43,L,3-5jt,2
1463,58,L,3-5jt,6
1464,52,P,3-5jt,0
1465,43,L,3-5jt,1
1466,47,P,3-5jt,0
1467,33,L,3-5jt,5
1468,49,P,3-5jt,5
1469,25,P,3-5jt,1
1470,33,P,3-5jt,5
1471,54,L,3-5jt,1
1472,59,P,3-5jt,0
1473,21,P,3-5jt,1
1474,21,P,3-5jt,4
1475,21,P,3-5jt,1
1476,26,L,3-5jt,3
1477,55,P,3-5jt,3
1478,34,P,3-5jt,4
1479,36,P,3-5jt,2
1480,19,L,3-5jt,5
1481,23,L,3-5jt,1
1482,36,P,3-5jt,4
1483,50,P,3-5jt,1
1484,51,P,3-5jt,0
1485,18,L,3-5jt,2
1486,44,P,3-5jt,0
1487,29,L,3-5jt,6
1488,37,P,3-5jt,3
1489,52,P,3-5jt,4
1490,53,L,3-5jt,4
1491,28,P,3-5jt,5
1492,28,P,3-5jt,3
1493,34,L,3-5jt,3
1494,37,L,3-5jt,5
1495,36,L,3-5jt,4
1496,32,L,3-5jt,3
1497,43,L,3-5jt,5
1498,54,L,3-5jt,0
1499,57,P,3-5jt,1
1500,60,L,3-5jt,6
1501,59,P,3-5jt,4
1502,53,P,3-5jt,2
1503,59,L,3-5jt,3
1504,38,P,3-5jt,4
1505,34,P,3-5jt,6
1506,48,L,3-5jt,6
1507,48,L,3-5jt,5
1508,58,L,3-5jt,2
1509,46,P,3-5jt,2
1510,41,P,3-5jt,2
1511,59,P,3-5jt,2
1512,43,P,3-5jt,2
1513,33,L,3-5jt,6
1514,56,P,3-5jt,2
1515,57,L,3-5jt,0
1516,43,L,3-5jt,4
1517,18,L,3-5jt,5
1518,22,P,3-5jt,1
1519,43,P,3-5jt,1
1520,20,L,3-5jt,6
1521,28,L,3-5jt,3
1522,43,P,3-5jt,3
1523,39,L,3-5jt,6
1524,33,L,3-5jt,3
1525,41,P,3-5jt,4
1526,37,L,3-5jt,6
1527,20,P,3-5jt,6
1528,55,P,3-5jt,5
1529,59,P,3-5jt,0
1530,31,L,3-5jt,2
1531,19,L,3-5jt,4
1532,60,L,3-5jt,6
1533,37,L,3-5jt,0
1534,54,L,3-5jt,0
1535,51,L,3-5jt,5
1536,54,L,3-5jt,1
1537,52,L,3-5jt,4
1538,46,L,3-5jt,2
1539,47,P,3-5jt,4
1540,22,L,3-5jt,2
1541,22,L,3-5jt,4
1542,25,L,3-5jt,3
1543,40,P,3-5jt,6
1544,55,P,3-5jt,0
1545,24,L,3-5jt,3
1546,41,P,3-5jt,6
1547,22,P,3-5jt,6
1548,34,L,3-5jt,0
1549,26,L,3-5jt,3
1550,41,P,3-5jt,1
1551,60,P,3-5jt,3
1552,46,L,3-5jt,2
1553,54,P,3-5jt,5
1554,42,P,3-5jt,3
1555,52,P,3-5jt,2
1556,28,L,3-5jt,3
1557,47,L,3-5jt,4
1558,37,L,3-5jt,3
1559,41,P,3-5jt,1
1560,29,L,3-5jt,0
1561,56,P,3-5jt,0
1562,17,L,3-5jt,3
1563,40,P,3-5jt,3
1564,50,L,3-5jt,2
1565,23,P,3-5jt,5
1566,34,L,3-5jt,0
1567,52,P,3-5jt,0
1568,55,P,3-5jt,5
1569,20,P,3-5jt,2
1570,44,L,3-5jt,1
1571,46,L,3-5jt,4
1572,58,L,3-5jt,0
1573,37,L,3-5jt,3
1574,57,L,3-5jt,5
1575,36,P,3-5jt,5
1576,50,L,3-5jt,4
1577,49,P,3-5jt,4
1578,56,P,3-5jt,2
1579,46,P,3-5jt,3
1580,25,P,3-5jt,3
1581,30,L,3-5jt,6
1582,52,P,3-5jt,2
1583,49,L,3-5jt,3
1584,27,P,3-5jt,0
1585,29,P,3-5jt,1
1586,21,P,3-5jt,6
1587,49,P,3-5jt,3
1588,28,P,3-5jt,5
1589,33,L,3-5jt,2
1590,31,P,3-5jt,3
1591,34,L,3-5jt,2
1592,20,L,3-5jt,5
1593,49,L,3-5jt,3
1594,25,P,3-5jt,3
1595,41,P,3-5jt,1
1596,56,L,3-5jt,3
1597,36,P,3-5jt,1
1598,54,L,3-5jt,3
1599,49,P,3-5jt,6
1600,39,L,3-5jt,2
1601,33,L,3-5jt,1
1602,27,L,3-5jt,2
1603,24,P,3-5jt,0
1604,47,P,3-5jt,2
1605,17,L,3-5jt,0
1606,26,P,3-5jt,0
1607,37,L,3-5jt,0
1608,40,L,3-5jt,5
1609,42,L,3-5jt,4
1610,40,L,3-5jt,2
1611,48,P,3-5jt,2
1612,40,P,3-5jt,2
1613,38,L,3-5jt,1
1614,56,L,3-5jt,6
1615,26,P,3-5jt,4
1616,39,L,3-5jt,4
1617,53,P,3-5jt,0
1618,38,P,3-5jt,0
1619,47,L,3-5jt,2
1620,37,P,3-5jt,1
1621,23,P,3-5jt,2
1622,20,P,3-5jt,5
1623,19,L,3-5jt,2
1624,45,P,3-5jt,4
1625,41,P,3-5jt,5
1626,37,L,3-5jt,6
1627,58,P,3-5jt,6
1628,55,P,3-5jt,0
1629,46,P,3-5jt,2
1630,33,L,3-5jt,3
1631,50,L,3-5jt,2
1632,43,L,3-5jt,2
1633,29,L,3-5jt,0
1634,32,P,3-5jt,4
1635,51,L,3-5jt,5
1636,56,P,3-5jt,2
1637,48,L,3-5jt,1
1638,29,L,3-5jt,2
1639,46,L,3-5jt,2
1640,44,L,3-5jt,3
1641,47,P,3-5jt,1
1642,34,L,3-5jt,1
1643,42,L,3-5jt,2
1644,42,P,3-5jt,4
1645,39,L,3-5jt,2
1646,52,L,3-5jt,4
1647,29,L,3-5jt,2
1648,56,L,3-5jt,4
1649,31,L,3-5jt,3
1650,47,L,3-5jt,6
1651,39,P,3-5jt,4
1652,42,P,3-5jt,6
1653,50,L,3-5jt,1
1654,26,L,3-5jt,4
1655,20,P,3-5jt,1
1656,51,L,3-5jt,5
1657,28,P,3-5jt,4
1658,34,L,3-5jt,5
1659,55,L,3-5jt,3
1660,45,P,3-5jt,5
1661,22,L,3-5jt,0
1662,17,P,3-5jt,0
1663,43,P,3-5jt,3
1664,58,L,3-5jt,6
1665,60,P,3-5jt,2
1666,44,P,3-5jt,6
1667,39,P,3-5jt,5
1668,31,L,3-5jt,4
1669,38,L,3-5jt,3
1670,32,L,3-5jt,1
1671,24,P,3-5jt,0
1672,27,P,3-5jt,1
1673,23,L,3-5jt,6
1674,19,P,3-5jt,4
1675,57,P,3-5jt,1
1676,28,L,3-5jt,2
1677,59,L,3-5jt,5
1678,32,L,3-5jt,2
1679,18,P,3-5jt,0
1680,22,L,3-5jt,4
1681,39,P,3-5jt,1
1682,52,L,3-5jt,2
1683,43,P,3-5jt,5
1684,36,P,3-5jt,5
1685,50,P,3-5jt,3
1686,57,L,3-5jt,6
1687,30,P,3-5jt,4
1688,51,P,3-5jt,6
1689,30,P,3-5jt,3
1690,20,L,3-5jt,5
1691,56,P,3-5jt,6
1692,58,L,3-5jt,4
1693,28,P,3-5jt,2
1694,43,P,3-5jt,1
1695,51,L,3-5jt,1
1696,38,P,3-5jt,2
1697,56,P,3-5jt,5
1698,29,P,3-5jt,5
1699,32,L,3-5jt,6
1700,55,P,3-5jt,4
1701,50,L,3-5jt,4
1702,43,P,3-5jt,3
1703,50,L,3-5jt,1
1704,20,P,3-5jt,4
1705,38,L,3-5jt,3
1706,43,L,3-5jt,3
1707,41,P,3-5jt,3
1708,25,L,3-5jt,4
1709,47,P,3-5jt,2
1710,60,P,3-5jt,3
1711,19,L,3-5jt,0
1712,18,P,3-5jt,3
1713,55,P,3-5jt,6
1714,48,L,3-5jt,3
1715,49,L,3-5jt,2
1716,22,L,3-5jt,3
1717,43,P,3-5jt,2
1718,44,P,3-5jt,1
1719,58,P,3-5jt,0
1720,19,L,3-5jt,5
1721,25,P,3-5jt,2
1722,55,L,3-5jt,5
1723,38,P,3-5jt,6
1724,25,P,3-5jt,4
1725,24,P,3-5jt,1
1726,49,P,3-5jt,2
1727,33,P,3-5jt,1
1728,42,P,3-5jt,6
1729,49,P,3-5jt,3
1730,47,P,3-5jt,1
1731,53,P,3-5jt,0
1732,40,P,3-5jt,5
1733,59,L,3-5jt,4
1734,19,L,3-5jt,5
1735,33,P,3-5jt,6
1736,42,P,3-5jt,0
1737,22,P,3-5jt,2
1738,41,P,3-5jt,6
1739,20,P,3-5jt,6
1740,22,L,3-5jt,5
1741,38,P,3-5jt,1
1742,46,P,3-5jt,5
1743,40,L,3-5jt,1
1744,38,L,3-5jt,2
1745,47,L,3-5jt,6
1746,41,L,3-5jt,0
1747,24,P,3-5jt,6
1748,26,P,3-5jt,6
1749,53,P,3-5jt,4
1750,40,L,3-5jt,1
1751,19,L,3-5jt,4
1752,48,P,3-5jt,0
1753,41,P,3-5jt,4
1754,43,L,3-5jt,1
1755,57,P,3-5jt,1
1756,18,P,3-5jt,0
1757,22,P,3-5jt,0
1758,57,L,3-5jt,0
1759,52,P,3-5jt,0
1760,17,P,3-5jt,2
1761,52,L,3-5jt,5
1762,21,L,3-5jt,4
1763,42,L,3-5jt,0
1764,48,L,3-5jt,1
1765,26,P,3-5jt,2
1766,38,L,3-5jt,0
1767,52,L,3-5jt,3
1768,18,P,3-5jt,5
1769,52,P,3-5jt,3
1770,37,P,3-5jt,5
1771,20,P,3-5jt,3
1772,60,L,3-5jt,4
1773,60,L,3-5jt,2
1774,42,P,3-5jt,6
1775,21,P,3-5jt,2
1776,36,L,3-5jt,5
1777,56,P,3-5jt,4
1778,22,L,3-5jt,4
1779,32,L,3-5jt,5
1780,52,P,3-5jt,6
1781,49,L,3-5jt,6
1782,34,P,3-5jt,4
1783,60,P,3-5jt,3
1784,59,P,3-5jt,3
1785,55,P,3-5jt,4
1786,37,L,3-5jt,2
1787,53,L,3-5jt,0
1788,36,L,3-5jt,5
1789,60,P,3-5jt,6
1790,35,P,3-5jt,4
1791,51,L,3-5jt,3
1792,33,L,3-5jt,3
1793,24,L,3-5jt,5
1794,40,P,3-5jt,1
1795,39,P,3-5jt,5
1796,38,L,3-5jt,5
1797,21,L,3-5jt,0
1798,56,L,3-5jt,3
1799,59,L,3-5jt,6
1800,53,L,3-5jt,0
1801,52,L,3-5jt,1
1802,33,L,3-5jt,2
1803,50,P,3-5jt,5
1804,59,P,3-5jt,0
1805,32,P,3-5jt,5
1806,31,L,3-5jt,1
1807,56,L,3-5jt,0
1808,54,P,3-5jt,3
1809,24,L,3-5jt,3
1810,50,P,3-5jt,3
1811,40,L,3-5jt,4
1812,59,L,3-5jt,1
1813,30,P,3-5jt,5
1814,43,P,3-5jt,4
1815,29,L,3-5jt,1
1816,48,P,3-5jt,4
1817,17,L,3-5jt,4
1818,25,P,3-5jt,5
1819,46,P,3-5jt,5
1820,22,P,3-5jt,4
1821,59,L,3-5jt,1
1822,27,L,3-5jt,3
1823,33,L,3-5jt,5
1824,31,L,3-5jt,4
1825,17,L,3-5jt,1
1826,29,L,3-5jt,6
1827,20,P,3-5jt,6
1828,27,P,3-5jt,6
1829,42,L,3-5jt,6
1830,17,P,3-5jt,4
1831,40,L,3-5jt,0
1832,51,P,3-5jt,6
1833,38,L,3-5jt,1
1834,50,P,3-5jt,0
1835,46,P,3-5jt,3
1836,45,L,3-5jt,0
1837,18,L,3-5jt,5
1838,51,L,3-5jt,2
1839,28,L,3-5jt,4
1840,43,P,3-5jt,5
1841,56,P,3-5jt,3
1842,50,L,3-5jt,0
1843,24,L,3-5jt,6
1844,53,P,3-5jt,2
1845,33,L,3-5jt,1
1846,21,P,3-5jt,2
1847,27,P,3-5jt,6
1848,49,L,3-5jt,2
1849,58,L,3-5jt,6
1850,28,P,3-5jt,1
1851,28,P,3-5jt,6
1852,40,P,3-5jt,0
1853,39,P,3-5jt,5
1854,54,P,3-5jt,6
1855,40,P,3-5jt,3
1856,50,P,3-5jt,4
1857,26,P,3-5jt,6
1858,54,L,3-5jt,0
1859,28,L,3-5jt,3
1860,29,L,3-5jt,3
1861,30,L,3-5jt,5
1862,23,L,3-5jt,1
1863,37,P,3-5jt,5
1864,42,P,3-5jt,2
1865,35,L,3-5jt,5
1866,54,P,3-5jt,5
1867,23,P,3-5jt,1
1868,20,P,3-5jt,6
1869,22,L,3-5jt,1
1870,54,L,3-5jt,5
1871,44,P,3-5jt,4
1872,30,L,3-5jt,2
1873,28,L,3-5jt,2
1874,55,L,3-5jt,5
1875,31,L,3-5jt,4
1876,43,P,3-5jt,3
1877,35,L,3-5jt,4
1878,35,P,3-5jt,4
1879,58,L,3-5jt,5
1880,55,L,3-5jt,5
1881,60,L,3-5jt,3
1882,38,L,3-5jt,3
1883,33,P,3-5jt,4
1884,47,L,3-5jt,5
1885,28,P,3-5jt,4
1886,24,L,3-5jt,5
1887,56,P,3-5jt,2
1888,54,L,3-5jt,1
1889,34,L,3-5jt,4
1890,36,P,3-5jt,1
1891,41,P,3-5jt,3
1892,37,L,3-5jt,3
1893,23,L,3-5jt,3
1894,44,L,3-5jt,6
1895,24,L,3-5jt,3
1896,54,P,3-5jt,1
1897,41,P,3-5jt,1
1898,30,L,3-5jt,6
1899,46,L,3-5jt,1
1900,36,P,3-5jt,6
1901,32,L,3-5jt,2
1902,20,P,3-5jt,6
1903,20,P,3-5jt,6
1904,44,P,3-5jt,3
1905,59,L,3-5jt,1
1906,30,P,3-5jt,3
1907,41,L,3-5jt,2
1908,52,L,3-5jt,3
1909,24,L,3-5jt,6
1910,41,P,3-5jt,0
1911,19,L,3-5jt,1
1912,48,L,3-5jt,3
1913,26,L,3-5jt,2
1914,35,L,3-5jt,5
1915,21,P,3-5jt,5
1916,44,L,3-5jt,6
1917,45,P,3-5jt,2
1918,32,L,3-5jt,5
1919,59,P,3-5jt,3
1920,60,P,3-5jt,2
1921,17,L,3-5jt,2
1922,31,L,3-5jt,3
1923,56,L,3-5jt,4
1924,26,P,3-5jt,5
1925,56,P,3-5jt,0
1926,26,L,3-5jt,1
1927,59,L,3-5jt,0
1928,58,P,3-5jt,6
