,usia,gender,gaji,anak
2521,39,L,5-10jt,0
2522,47,P,5-10jt,5
2523,29,P,1-3jt,5
2524,45,P,3-5jt,3
2525,41,P,1-3jt,0
2526,25,P,1-3jt,0
2527,39,L,1-3jt,4
2528,56,L,3-5jt,2
2529,18,P,5-10jt,1
2530,52,L,5-10jt,5
2531,59,L,5-10jt,4
2532,56,P,1-3jt,0
2533,43,L,1-3jt,2
2534,46,L,1-3jt,1
2535,57,L,3-5jt,3
2536,25,L,3-5jt,4
2537,37,P,1-3jt,6
2538,60,L,3-5jt,0
2539,57,P,3-5jt,4
2540,57,L,5-10jt,6
2541,44,L,5-10jt,6
2542,18,L,3-5jt,2
2543,42,L,1-3jt,5
2544,43,P,1-3jt,6
2545,19,P,3-5jt,4
2546,22,L,3-5jt,6
2547,35,P,3-5jt,3
2548,59,L,3-5jt,2
2549,55,L,1-3jt,1
2550,39,L,5-10jt,4
2551,34,L,3-5jt,2
2552,48,P,5-10jt,1
2553,51,L,1-3jt,4
2554,41,L,5-10jt,2
2555,23,L,3-5jt,0
2556,25,L,1-3jt,6
2557,27,L,3-5jt,5
2558,56,L,3-5jt,2
2559,55,L,3-5jt,6
2560,23,P,1-3jt,1
2561,18,P,1-3jt,3
2562,57,L,5-10jt,4
2563,46,P,5-10jt,4
2564,23,P,3-5jt,6
2565,56,P,3-5jt,2
2566,40,L,3-5jt,1
2567,21,L,5-10jt,1
2568,46,L,3-5jt,5
2569,30,P,5-10jt,5
2570,39,P,3-5jt,5
2571,37,L,5-10jt,5
2572,37,P,1-3jt,1
2573,39,P,5-10jt,0
2574,35,P,3-5jt,3
2575,24,L,5-10jt,6
2576,56,L,3-5jt,6
2577,31,L,3-5jt,6
2578,57,P,5-10jt,6
2579,54,P,3-5jt,4
2580,44,L,3-5jt,4
2581,58,P,1-3jt,4
2582,21,P,1-3jt,0
2583,19,L,1-3jt,0
2584,32,P,5-10jt,3
2585,41,L,1-3jt,6
2586,42,P,3-5jt,2
2587,21,L,3-5jt,3
2588,52,P,1-3jt,2
2589,49,P,5-10jt,1
2590,56,P,1-3jt,6
2591,54,P,5-10jt,4
2592,32,L,1-3jt,4
2593,53,L,5-10jt,0
2594,33,P,1-3jt,1
2595,57,L,1-3jt,1
2596,50,L,1-3jt,0
2597,30,L,1-3jt,1
2598,46,P,5-10jt,5
2599,27,L,1-3jt,6
2600,48,L,5-10jt,3
2601,36,L,5-10jt,1
2602,30,P,1-3jt,3
2603,60,L,3-5jt,3
2604,54,P,1-3jt,1
2605,23,L,5-10jt,3
2606,44,L,3-5jt,3
2607,49,L,5-10jt,2
2608,35,P,5-10jt,1
2609,41,L,1-3jt,3
2610,31,P,3-5jt,4
2611,58,L,1-3jt,2
2612,55,L,5-10jt,2
2613,26,P,1-3jt,1
2614,42,P,3-5jt,4
2615,17,P,1-3jt,4
2616,34,P,5-10jt,5
2617,57,P,1-3jt,6
2618,31,P,1-3jt,2
2619,18,L,5-10jt,5
2620,59,P,1-3jt,5
2621,58,P,1-3jt,2
2622,39,P,5-10jt,2
2623,28,L,3-5jt,3
2624,40,P,5-10jt,0
2625,49,P,1-3jt,1
2626,17,P,3-5jt,3
2627,41,P,1-3jt,6
2628,47,P,1-3jt,5
2629,29,P,3-5jt,1
2630,24,L,1-3jt,2
2631,46,P,3-5jt,5
2632,26,L,1-3jt,1
2633,46,L,3-5jt,3
2634,46,L,1-3jt,0
2635,44,L,3-5jt,1
2636,19,L,3-5jt,5
2637,26,P,5-10jt,2
2638,20,P,3-5jt,3
2639,26,P,3-5jt,6
2640,50,P,5-10jt,1
2641,20,P,5-10jt,0
2642,31,P,3-5jt,2
2643,34,P,3-5jt,0
2644,22,L,3-5jt,5
2645,42,L,1-3jt,0
2646,27,P,1-3jt,2
2647,53,L,1-3jt,0
2648,39,P,1-3jt,6
2649,56,P,3-5jt,5
2650,42,L,3-5jt,2
2651,19,L,3-5jt,6
2652,57,P,3-5jt,6
2653,34,L,3-5jt,5
2654,18,P,3-5jt,2
2655,57,L,1-3jt,4
2656,49,P,1-3jt,2
2657,40,L,5-10jt,0
2658,36,P,5-10jt,2
2659,27,L,1-3jt,4
2660,43,P,1-3jt,0
2661,36,L,3-5jt,0
2662,43,P,1-3jt,6
2663,30,L,5-10jt,0
2664,45,L,3-5jt,4
2665,22,L,5-10jt,1
2666,26,P,5-10jt,5
2667,23,L,3-5jt,5
2668,26,P,1-3jt,2
2669,33,P,1-3jt,3
2670,42,P,1-3jt,3
2671,43,L,3-5jt,2
2672,19,L,1-3jt,4
2673,60,L,1-3jt,6
2674,53,L,3-5jt,3
2675,34,L,1-3jt,4
2676,59,P,1-3jt,1
2677,57,P,5-10jt,0
2678,34,P,5-10jt,0
2679,25,L,3-5jt,5
2680,21,P,1-3jt,3
2681,23,L,1-3jt,1
2682,30,L,5-10jt,0
2683,57,L,3-5jt,2
2684,32,P,1-3jt,2
2685,47,L,1-3jt,6
2686,24,P,5-10jt,5
2687,36,P,5-10jt,4
2688,56,P,5-10jt,1
2689,36,P,5-10jt,6
2690,54,L,1-3jt,3
2691,38,P,3-5jt,5
2692,37,P,3-5jt,0
2693,21,P,1-3jt,0
2694,38,P,5-10jt,4
2695,37,P,1-3jt,6
2696,39,L,1-3jt,1
2697,25,L,1-3jt,5
2698,56,L,5-10jt,5
2699,34,P,1-3jt,6
2700,59,P,3-5jt,1
2701,41,P,3-5jt,0
2702,17,P,1-3jt,3
2703,20,L,3-5jt,0
2704,56,L,3-5jt,4
2705,35,P,3-5jt,3
2706,27,L,3-5jt,0
2707,41,P,3-5jt,1
2708,56,L,5-10jt,1
2709,17,L,1-3jt,2
2710,31,L,3-5jt,3
2711,27,P,5-10jt,0
2712,18,L,5-10jt,4
2713,32,L,3-5jt,5
2714,47,P,1-3jt,3
2715,50,P,3-5jt,2
2716,58,P,1-3jt,0
2717,44,L,5-10jt,1
2718,34,L,5-10jt,0
2719,28,L,1-3jt,4
2720,50,P,5-10jt,1
2721,33,L,1-3jt,5
2722,29,L,3-5jt,5
2723,33,P,3-5jt,2
2724,23,L,1-3jt,0
2725,25,P,3-5jt,6
2726,27,L,3-5jt,5
2727,49,L,3-5jt,1
2728,48,L,1-3jt,1
2729,48,P,1-3jt,5
2730,22,P,1-3jt,2
2731,46,L,5-10jt,2
2732,42,L,5-10jt,2
2733,58,P,3-5jt,0
2734,52,P,1-3jt,1
2735,35,L,5-10jt,5
2736,47,L,3-5jt,2
2737,36,L,3-5jt,4
2738,40,P,3-5jt,1
2739,42,L,5-10jt,5
2740,33,L,5-10jt,2
2741,20,P,5-10jt,2
2742,25,L,5-10jt,4
2743,32,L,5-10jt,5
2744,55,L,1-3jt,0
2745,20,P,3-5jt,3
2746,43,P,5-10jt,5
2747,48,L,5-10jt,2
2748,60,P,3-5jt,4
2749,51,P,3-5jt,3
2750,53,L,3-5jt,4
2751,18,L,5-10jt,4
2752,49,L,3-5jt,3
2753,25,P,1-3jt,2
2754,24,P,1-3jt,6
2755,60,L,5-10jt,2
2756,57,L,3-5jt,5
2757,56,L,3-5jt,3
2758,35,P,5-10jt,1
2759,38,P,1-3jt,0
2760,17,P,3-5jt,3
2761,39,P,3-5jt,4
2762,28,P,1-3jt,4
2763,44,L,3-5jt,4
2764,54,P,1-3jt,1
2765,60,P,5-10jt,6
2766,39,P,1-3jt,5
2767,59,L,5-10jt,3
2768,19,L,3-5jt,0
2769,17,L,3-5jt,4
2770,32,P,5-10jt,6
2771,23,P,5-10jt,4
2772,40,L,5-10jt,6
2773,41,P,1-3jt,5
2774,28,P,1-3jt,6
2775,34,L,1-3jt,2
2776,30,P,3-5jt,2
2777,47,P,1-3jt,0
2778,32,L,1-3jt,1
2779,29,P,3-5jt,1
2780,49,P,1-3jt,4
2781,57,L,1-3jt,3
2782,32,L,5-10jt,5
2783,27,L,1-3jt,1
2784,41,L,1-3jt,5
2785,47,P,3-5jt,6
2786,34,L,1-3jt,5
2787,43,L,3-5jt,0
2788,28,L,3-5jt,2
2789,20,P,1-3jt,2
2790,52,P,5-10jt,5
2791,34,L,1-3jt,5
2792,31,P,1-3jt,4
2793,21,L,1-3jt,2
2794,47,L,3-5jt,5
2795,35,P,1-3jt,0
2796,47,L,3-5jt,1
2797,51,L,5-10jt,4
2798,54,P,3-5jt,3
2799,25,L,5-10jt,6
2800,32,P,5-10jt,6
2801,34,L,5-10jt,0
2802,27,P,5-10jt,5
2803,46,P,3-5jt,2
2804,20,L,5-10jt,2
2805,55,P,1-3jt,1
2806,19,L,1-3jt,1
2807,28,P,3-5jt,2
2808,20,L,1-3jt,5
2809,22,P,5-10jt,4
2810,45,L,5-10jt,0
2811,38,L,3-5jt,5
2812,38,L,5-10jt,1
2813,20,L,3-5jt,6
2814,33,P,1-3jt,6
2815,55,P,1-3jt,0
2816,26,P,5-10jt,0
2817,59,L,3-5jt,5
2818,44,P,3-5jt,1
2819,20,P,5-10jt,4
2820,17,P,1-3jt,1
2821,39,L,3-5jt,1
2822,42,L,1-3jt,4
2823,42,P,5-10jt,2
2824,38,P,1-3jt,0
2825,41,L,1-3jt,3
2826,54,L,5-10jt,1
2827,18,L,3-5jt,0
2828,35,P,1-3jt,5
2829,34,L,3-5jt,4
2830,50,P,3-5jt,6
2831,51,L,1-3jt,1
2832,50,L,3-5jt,3
2833,25,L,5-10jt,6
2834,33,L,5-10jt,4
2835,45,L,5-10jt,0
2836,43,P,1-3jt,0
2837,24,P,1-3jt,6
2838,38,P,5-10jt,1
2839,23,L,5-10jt,6
2840,48,P,1-3jt,5
2841,47,L,1-3jt,0
2842,18,L,3-5jt,6
2843,24,P,3-5jt,4
2844,47,L,5-10jt,3
2845,31,L,5-10jt,1
2846,38,L,5-10jt,1
2847,55,P,5-10jt,1
2848,59,L,3-5jt,0
2849,23,L,5-10jt,5
2850,21,P,3-5jt,4
2851,47,P,1-3jt,1
2852,34,L,5-10jt,2
2853,26,P,1-3jt,0
2854,38,L,3-5jt,2
2855,26,P,5-10jt,5
2856,29,L,5-10jt,2
2857,48,P,5-10jt,2
2858,58,L,5-10jt,6
2859,59,P,5-10jt,3
2860,38,L,1-3jt,5
2861,47,P,1-3jt,1
2862,56,P,3-5jt,6
2863,48,L,5-10jt,0
2864,48,L,1-3jt,1
2865,56,L,1-3jt,0
2866,58,P,5-10jt,5
2867,39,L,3-5jt,3
2868,43,L,3-5jt,6
2869,26,L,3-5jt,6
2870,49,L,3-5jt,4
2871,27,L,1-3jt,2
2872,44,L,5-10jt,0
2873,22,P,5-10jt,4
2874,21,P,1-3jt,0
2875,52,L,1-3jt,5
2876,17,L,3-5jt,1
2877,59,L,1-3jt,0
2878,24,P,1-3jt,6
2879,45,L,3-5jt,6
2880,33,P,1-3jt,6
2881,42,L,1-3jt,5
2882,45,L,3-5jt,2
2883,28,P,5-10jt,6
2884,31,L,1-3jt,0
2885,27,L,5-10jt,6
2886,26,P,5-10jt,2
2887,21,P,5-10jt,6
2888,52,P,1-3jt,5
2889,47,L,1-3jt,1
2890,51,P,1-3jt,5
2891,35,L,3-5jt,4
2892,36,P,5-10jt,0
2893,51,P,3-5jt,0
2894,39,L,1-3jt,3
2895,30,L,3-5jt,4
2896,21,L,5-10jt,5
2897,28,P,1-3jt,1
2898,43,P,5-10jt,0
2899,53,P,5-10jt,0
2900,53,L,3-5jt,2
2901,27,P,5-10jt,1
2902,37,L,1-3jt,2
2903,20,P,3-5jt,3
2904,42,P,1-3jt,2
2905,20,L,5-10jt,5
2906,36,P,5-10jt,2
2907,19,L,3-5jt,4
2908,38,P,1-3jt,0
2909,29,L,3-5jt,1
2910,43,P,3-5jt,5
2911,57,P,5-10jt,3
2912,26,P,5-10jt,1
2913,34,L,1-3jt,5
2914,43,P,3-5jt,0
2915,21,P,3-5jt,3
2916,57,P,3-5jt,5
2917,57,P,5-10jt,1
2918,41,L,1-3jt,3
2919,45,P,3-5jt,2
2920,41,P,3-5jt,5
2921,46,L,1-3jt,4
2922,53,P,1-3jt,3
2923,41,P,1-3jt,2
2924,38,P,5-10jt,4
2925,32,L,1-3jt,2
2926,22,L,5-10jt,3
2927,55,L,3-5jt,1
2928,49,P,3-5jt,0
2929,25,L,5-10jt,4
2930,58,L,3-5jt,1
2931,35,L,3-5jt,5
2932,26,P,5-10jt,6
2933,17,L,3-5jt,1
2934,22,P,1-3jt,4
2935,39,L,5-10jt,6
2936,59,L,5-10jt,0
2937,41,P,5-10jt,2
2938,49,L,5-10jt,4
2939,42,L,3-5jt,6
2940,25,P,3-5jt,1
2941,47,P,5-10jt,2
2942,58,P,1-3jt,4
2943,29,L,3-5jt,0
2944,38,P,5-10jt,6
2945,52,L,5-10jt,1
2946,58,L,1-3jt,2
2947,37,P,5-10jt,3
2948,43,L,5-10jt,6
2949,36,L,3-5jt,2
2950,49,L,5-10jt,4
2951,40,L,5-10jt,2
2952,39,L,5-10jt,6
2953,22,P,5-10jt,2
2954,25,L,3-5jt,1
2955,34,L,5-10jt,2
2956,21,P,3-5jt,1
2957,53,L,3-5jt,1
2958,18,L,1-3jt,4
2959,43,P,3-5jt,4
2960,40,P,5-10jt,5
2961,18,P,5-10jt,1
2962,57,P,5-10jt,1
2963,53,P,5-10jt,1
2964,54,L,5-10jt,4
2965,59,L,3-5jt,6
2966,17,L,5-10jt,0
2967,48,P,5-10jt,3
2968,46,P,3-5jt,3
2969,37,L,1-3jt,1
2970,58,L,3-5jt,1
2971,58,P,5-10jt,5
2972,25,P,5-10jt,1
2973,48,P,1-3jt,2
2974,25,L,5-10jt,6
2975,41,P,5-10jt,1
2976,31,L,1-3jt,6
2977,21,L,1-3jt,2
2978,60,L,5-10jt,4
2979,49,L,1-3jt,5
2980,41,P,3-5jt,5
2981,42,L,3-5jt,4
2982,36,P,1-3jt,1
2983,19,P,3-5jt,5
2984,47,P,1-3jt,3
2985,22,P,1-3jt,5
2986,42,L,5-10jt,2
2987,50,L,5-10jt,6
2988,40,L,3-5jt,1
2989,26,P,5-10jt,3
2990,22,L,5-10jt,4
2991,51,L,1-3jt,2
2992,27,L,1-3jt,3
2993,23,P,3-5jt,4
2994,33,L,1-3jt,0
2995,45,P,1-3jt,1
2996,58,P,5-10jt,1
2997,33,P,5-10jt,0
2998,49,P,5-10jt,3
2999,41,L,1-3jt,0
3000,29,L,3-5jt,3
3001,27,L,1-3jt,3
3002,28,L,3-5jt,4
3003,42,L,3-5jt,2
3004,30,L,3-5jt,2
3005,30,P,1-3jt,2
3006,22,L,1-3jt,3
3007,38,P,1-3jt,4
3008,32,L,5-10jt,1
3009,49,L,1-3jt,3
3010,25,L,5-10jt,4
3011,36,P,5-10jt,3
3012,29,P,5-10jt,2
3013,38,P,1-3jt,4
3014,44,P,5-10jt,4
3015,36,L,1-3jt,4
3016,49,L,3-5jt,5
3017,55,P,3-5jt,1
3018,42,L,1-3jt,0
3019,51,P,3-5jt,5
3020,33,L,1-3jt,6
3021,24,L,3-5jt,2
3022,23,P,3-5jt,4
3023,60,L,3-5jt,6
3024,21,L,1-3jt,5
3025,54,L,1-3jt,4
3026,18,P,3-5jt,2
3027,44,L,3-5jt,4
3028,58,L,1-3jt,3
3029,33,L,5-10jt,2
3030,32,P,1-3jt,4
3031,50,L,3-5jt,4
3032,51,P,1-3jt,0
3033,17,P,5-10jt,1
3034,25,P,5-10jt,5
3035,34,L,5-10jt,0
3036,44,L,5-10jt,5
3037,24,P,3-5jt,3
3038,44,P,3-5jt,1
3039,50,P,5-10jt,1
3040,35,P,1-3jt,6
3041,24,L,3-5jt,0
3042,59,P,1-3jt,1
3043,25,L,5-10jt,2
3044,42,P,3-5jt,0
3045,39,P,5-10jt,3
3046,56,P,5-10jt,0
3047,32,P,1-3jt,3
3048,43,L,1-3jt,4
3049,54,L,1-3jt,4
3050,60,P,5-10jt,4
3051,59,P,1-3jt,5
3052,21,P,5-10jt,6
3053,49,L,5-10jt,2
3054,27,L,5-10jt,6
3055,30,L,1-3jt,0
3056,58,P,5-10jt,2
3057,28,P,3-5jt,6
3058,37,L,1-3jt,2
3059,18,L,1-3jt,3
3060,48,P,5-10jt,3
3061,25,P,3-5jt,2
3062,36,P,5-10jt,6
3063,45,L,3-5jt,5
3064,46,L,3-5jt,3
3065,18,L,3-5jt,6
3066,18,L,1-3jt,2
3067,57,L,3-5jt,1
3068,47,P,3-5jt,4
3069,32,P,3-5jt,0
3070,53,P,3-5jt,5
3071,55,L,1-3jt,4
3072,53,P,1-3jt,4
3073,17,P,1-3jt,6
3074,46,L,1-3jt,0
3075,38,L,1-3jt,0
3076,21,L,3-5jt,5
3077,33,P,5-10jt,3
3078,26,L,1-3jt,3
3079,21,L,5-10jt,5
3080,41,P,5-10jt,1
3081,55,P,3-5jt,4
3082,32,L,5-10jt,1
3083,34,L,1-3jt,6
3084,49,L,1-3jt,2
3085,57,L,1-3jt,2
3086,41,L,1-3jt,3
3087,39,L,1-3jt,0
3088,25,L,1-3jt,5
3089,51,L,1-3jt,3
3090,25,L,3-5jt,2
3091,18,P,5-10jt,2
3092,22,L,1-3jt,2
3093,51,P,3-5jt,4
3094,37,L,1-3jt,4
3095,34,L,1-3jt,4
3096,24,P,1-3jt,0
3097,51,L,1-3jt,4
3098,46,P,5-10jt,1
3099,54,L,5-10jt,3
3100,58,L,3-5jt,2
3101,44,P,3-5jt,0
3102,47,L,5-10jt,6
3103,56,P,1-3jt,4
3104,49,P,5-10jt,5
3105,30,P,5-10jt,6
3106,42,L,1-3jt,6
3107,34,L,3-5jt,2
3108,47,L,3-5jt,5
3109,33,L,1-3jt,6
3110,38,P,3-5jt,0
3111,45,L,1-3jt,5
3112,47,P,3-5jt,2
3113,26,P,1-3jt,0
3114,20,L,5-10jt,5
3115,56,P,5-10jt,2
3116,51,P,1-3jt,1
3117,37,L,5-10jt,4
3118,52,P,5-10jt,4
3119,24,L,1-3jt,0
3120,19,P,1-3jt,2
3121,26,P,3-5jt,5
3122,58,P,5-10jt,4
3123,21,L,3-5jt,4
3124,26,L,3-5jt,3
3125,33,P,5-10jt,3
3126,60,L,3-5jt,1
3127,32,P,3-5jt,1
3128,41,L,5-10jt,6
3129,38,L,3-5jt,1
3130,26,P,3-5jt,5
3131,45,L,3-5jt,4
3132,41,P,3-5jt,1
3133,25,L,5-10jt,4
3134,60,L,5-10jt,3
3135,42,L,5-10jt,2
3136,19,P,1-3jt,5
3137,58,P,5-10jt,6
3138,41,L,5-10jt,2
3139,33,L,3-5jt,2
3140,55,L,1-3jt,2
3141,58,P,3-5jt,5
3142,29,L,1-3jt,4
3143,56,P,1-3jt,6
3144,59,L,1-3jt,5
3145,20,P,5-10jt,4
3146,38,L,3-5jt,1
3147,47,P,3-5jt,5
3148,17,P,3-5jt,1
3149,18,L,3-5jt,5
3150,44,P,1-3jt,4
3151,23,L,5-10jt,1
3152,41,P,5-10jt,2
3153,52,P,1-3jt,2
3154,52,P,5-10jt,5
3155,55,P,1-3jt,4
3156,53,P,3-5jt,0
3157,59,L,5-10jt,2
3158,55,L,1-3jt,1
3159,33,P,5-10jt,0
3160,52,P,1-3jt,3
3161,48,L,1-3jt,0
3162,29,P,5-10jt,1
3163,33,L,1-3jt,6
3164,36,L,1-3jt,6
3165,45,P,5-10jt,6
3166,57,L,5-10jt,3
3167,56,P,1-3jt,3
3168,22,P,5-10jt,1
3169,25,L,1-3jt,3
3170,41,L,3-5jt,1
3171,23,P,1-3jt,5
3172,39,P,5-10jt,1
3173,26,P,3-5jt,4
3174,52,P,1-3jt,2
3175,17,L,3-5jt,4
3176,31,P,5-10jt,6
3177,50,L,5-10jt,3
3178,24,P,5-10jt,4
3179,43,P,3-5jt,1
3180,30,L,3-5jt,3
3181,40,P,3-5jt,2
3182,29,L,3-5jt,1
3183,46,L,1-3jt,5
3184,27,P,1-3jt,0
3185,27,L,5-10jt,3
3186,54,P,3-5jt,4
3187,35,L,1-3jt,3
3188,45,P,1-3jt,5
3189,56,P,3-5jt,0
3190,27,L,1-3jt,3
3191,34,P,1-3jt,6
3192,20,L,3-5jt,0
3193,28,L,1-3jt,2
3194,33,P,3-5jt,1
3195,17,P,3-5jt,2
3196,26,P,1-3jt,6
3197,29,L,5-10jt,0
3198,23,P,3-5jt,1
3199,57,L,5-10jt,5
3200,32,P,5-10jt,0
3201,56,L,1-3jt,6
3202,20,L,3-5jt,1
3203,37,L,3-5jt,6
3204,28,L,1-3jt,0
3205,60,P,1-3jt,5
3206,34,L,5-10jt,3
3207,32,P,1-3jt,3
3208,30,L,1-3jt,0
3209,41,P,1-3jt,1
3210,49,L,3-5jt,4
3211,54,P,3-5jt,4
3212,48,P,5-10jt,1
3213,38,L,5-10jt,2
3214,47,L,3-5jt,6
3215,27,L,1-3jt,1
3216,55,L,5-10jt,1
3217,34,P,3-5jt,5
3218,48,L,3-5jt,1
3219,18,P,1-3jt,1
3220,32,L,1-3jt,2
3221,17,L,5-10jt,2
3222,42,L,1-3jt,3
3223,27,P,5-10jt,4
3224,21,P,1-3jt,6
3225,45,P,3-5jt,3
3226,53,P,5-10jt,4
3227,53,P,3-5jt,1
3228,43,L,3-5jt,5
3229,42,L,3-5jt,2
3230,42,L,3-5jt,6
3231,54,P,3-5jt,1
3232,36,P,1-3jt,0
3233,27,L,5-10jt,1
3234,17,L,1-3jt,1
3235,60,L,1-3jt,2
3236,51,L,1-3jt,0
3237,22,L,3-5jt,2
3238,45,P,3-5jt,2
3239,17,L,5-10jt,1
3240,49,L,1-3jt,5
3241,17,L,3-5jt,6
3242,38,L,1-3jt,6
3243,33,L,3-5jt,5
3244,26,L,3-5jt,6
3245,54,P,5-10jt,2
3246,56,L,1-3jt,3
3247,48,L,5-10jt,2
3248,17,P,1-3jt,5
3249,51,P,5-10jt,4
3250,35,L,1-3jt,1
3251,27,P,3-5jt,0
3252,22,L,5-10jt,3
3253,17,P,3-5jt,3
3254,47,L,1-3jt,1
3255,25,P,5-10jt,5
3256,47,L,1-3jt,2
3257,34,P,3-5jt,1
3258,45,P,1-3jt,4
3259,21,L,3-5jt,0
3260,60,P,3-5jt,2
3261,25,L,3-5jt,5
3262,27,L,1-3jt,5
3263,42,L,1-3jt,0
3264,24,P,1-3jt,4
3265,23,P,3-5jt,1
3266,59,P,1-3jt,2
3267,21,L,3-5jt,4
3268,58,P,5-10jt,2
3269,57,P,1-3jt,6
3270,22,P,3-5jt,6
3271,57,L,5-10jt,0
3272,58,P,5-10jt,2
3273,48,P,3-5jt,2
3274,42,L,3-5jt,0
3275,46,L,3-5jt,2
3276,49,L,5-10jt,2
3277,52,L,3-5jt,2
3278,30,P,3-5jt,5
3279,53,P,1-3jt,4
3280,27,L,3-5jt,1
3281,20,L,5-10jt,5
3282,20,L,5-10jt,5
3283,28,L,3-5jt,3
3284,38,P,3-5jt,2
3285,24,P,3-5jt,6
3286,23,L,3-5jt,0
3287,22,L,3-5jt,2
3288,49,P,5-10jt,6
3289,39,L,5-10jt,2
3290,34,P,5-10jt,5
3291,31,L,1-3jt,5
3292,59,L,1-3jt,2
3293,41,P,5-10jt,6
3294,32,P,3-5jt,0
3295,59,P,5-10jt,3
3296,26,L,5-10jt,1
3297,29,P,5-10jt,5
3298,57,L,1-3jt,3
3299,56,L,1-3jt,3
3300,40,L,3-5jt,0
3301,60,P,3-5jt,2
3302,51,L,3-5jt,1
3303,38,P,3-5jt,2
3304,18,P,5-10jt,0
3305,25,L,1-3jt,6
3306,40,L,3-5jt,1
3307,57,L,5-10jt,5
3308,46,P,1-3jt,1
3309,41,L,5-10jt,2
3310,54,L,3-5jt,5
3311,26,L,3-5jt,3
3312,18,L,5-10jt,5
3313,52,L,3-5jt,2
3314,33,L,1-3jt,5
3315,27,L,5-10jt,2
3316,30,L,5-10jt,0
3317,51,P,3-5jt,3
3318,44,P,5-10jt,5
3319,49,L,1-3jt,6
3320,53,L,5-10jt,3
3321,31,P,5-10jt,5
3322,33,L,3-5jt,1
3323,37,L,1-3jt,4
3324,37,P,3-5jt,6
3325,40,P,5-10jt,4
3326,59,P,1-3jt,2
3327,27,L,1-3jt,0
3328,40,P,3-5jt,4
3329,38,L,3-5jt,0
3330,50,L,5-10jt,1
3331,27,L,3-5jt,4
3332,43,P,5-10jt,2
3333,50,L,3-5jt,5
3334,38,P,3-5jt,2
3335,36,L,1-3jt,3
3336,31,P,5-10jt,6
3337,58,P,5-10jt,2
3338,55,L,1-3jt,2
3339,40,P,1-3jt,6
3340,44,L,1-3jt,4
3341,51,L,5-10jt,0
3342,59,P,5-10jt,3
3343,60,P,1-3jt,4
3344,32,P,3-5jt,6
3345,41,L,5-10jt,4
3346,36,L,1-3jt,5
3347,47,L,5-10jt,6
3348,58,P,5-10jt,3
3349,56,L,1-3jt,1
3350,37,L,5-10jt,5
3351,18,P,3-5jt,5
3352,25,P,1-3jt,6
3353,50,P,5-10jt,0
3354,24,L,3-5jt,4
3355,59,L,1-3jt,0
3356,50,L,5-10jt,5
3357,58,P,1-3jt,0
3358,41,L,1-3jt,2
3359,44,P,3-5jt,6
3360,18,P,1-3jt,2
3361,33,L,5-10jt,1
3362,36,L,1-3jt,3
3363,29,L,1-3jt,6
3364,26,P,5-10jt,2
3365,52,L,1-3jt,2
3366,32,L,3-5jt,1
3367,20,P,3-5jt,5
3368,29,L,5-10jt,1
3369,19,P,3-5jt,4
3370,35,P,3-5jt,5
3371,33,L,3-5jt,5
3372,49,L,5-10jt,1
3373,21,P,1-3jt,4
3374,57,L,1-3jt,5
3375,37,L,3-5jt,0
3376,46,L,3-5jt,2
3377,36,L,5-10jt,4
3378,18,P,3-5jt,1
3379,37,L,1-3jt,3
3380,34,P,3-5jt,4
3381,21,L,1-3jt,5
3382,41,P,1-3jt,3
3383,60,P,1-3jt,1
3384,39,P,1-3jt,4
3385,22,L,1-3jt,2
3386,29,P,1-3jt,2
3387,21,P,5-10jt,5
3388,41,P,1-3jt,0
3389,32,P,1-3jt,0
3390,25,P,5-10jt,3
3391,42,L,1-3jt,5
3392,31,L,3-5jt,2
3393,23,P,5-10jt,1
3394,48,L,5-10jt,0
3395,50,L,1-3jt,2
3396,33,P,3-5jt,4
3397,34,L,1-3jt,3
3398,36,L,5-10jt,1
3399,37,L,5-10jt,6
3400,51,P,5-10jt,3
3401,18,P,3-5jt,0
3402,26,L,5-10jt,1
3403,22,L,3-5jt,2
3404,22,P,1-3jt,0
3405,33,L,3-5jt,5
3406,34,P,5-10jt,2
3407,26,L,3-5jt,0
3408,52,P,3-5jt,1
3409,40,P,3-5jt,3
3410,55,L,5-10jt,3
3411,34,L,5-10jt,3
3412,25,L,5-10jt,4
3413,19,L,1-3jt,2
3414,20,L,1-3jt,6
3415,48,L,1-3jt,2
3416,34,P,3-5jt,0
3417,20,L,1-3jt,0
3418,18,L,3-5jt,6
3419,40,P,1-3jt,1
3420,22,P,1-3jt,3
3421,42,L,3-5jt,6
3422,19,P,3-5jt,0
3423,19,P,5-10jt,1
3424,37,P,3-5jt,5
3425,41,P,3-5jt,2
3426,58,L,1-3jt,6
3427,52,P,1-3jt,0
3428,45,L,5-10jt,1
3429,48,P,3-5jt,3
3430,43,P,1-3jt,3
3431,21,P,1-3jt,2
3432,53,P,1-3jt,4
3433,39,P,5-10jt,1
3434,21,P,1-3jt,2
3435,21,L,1-3jt,2
3436,43,P,5-10jt,5
3437,31,P,5-10jt,6
3438,23,P,5-10jt,2
3439,39,L,5-10jt,0
3440,23,P,3-5jt,5
3441,25,L,3-5jt,1
3442,27,P,5-10jt,1
3443,31,L,1-3jt,5
3444,37,L,1-3jt,6
3445,48,L,1-3jt,6
3446,52,P,3-5jt,5
3447,17,L,1-3jt,3
3448,24,L,3-5jt,0
3449,30,L,1-3jt,1
3450,58,L,5-10jt,4
3451,42,P,1-3jt,6
3452,37,P,3-5jt,1
